p1_height,p2_height,p1_growth_days,p2_growth_days,p1_leaf_shape,p2_leaf_shape,p1_flower_color,p2_flower_color,p1_climate,p2_climate,p1_resistance,p2_resistance,p1_yield,p2_yield,same_family,target_height,target_growth_days,target_leaf_shape,target_flower_color,target_climate,target_resistance,target_yield_level
250,150,90,75,3,4,1,1,2,4,1,1,4,3,0,198.2,85.8,Palmate,Yellow,Arid,Moderate,Very High
150,250,75,90,4,3,1,1,4,2,1,1,3,4,0,203.8,85.9,Linear,Yellow,Arid,Moderate,Very High
250,150,90,75,3,4,1,1,2,4,1,1,4,3,0,210.7,82.7,Intermediate,Yellow,Temperate,Moderate,Very High
150,250,75,90,4,3,1,1,4,2,1,1,3,4,0,213.5,85.8,Palmate,Yellow,Arid,Moderate,Very High
250,150,90,75,3,4,1,1,2,4,1,1,4,3,0,193.8,79.2,Intermediate,Yellow,Arid,Moderate,Very High
150,250,75,90,4,3,1,1,4,2,1,1,3,4,0,207.2,75.0,Intermediate,Yellow,Arid,Moderate,Very High
250,150,90,75,3,4,1,1,2,4,1,1,4,3,0,210.4,81.9,Intermediate,Yellow,Arid,Moderate,Very High
150,250,75,90,4,3,1,1,4,2,1,1,3,4,0,204.8,86.9,Intermediate,Yellow,Arid,Moderate,Very High
250,150,90,75,3,4,1,1,2,4,1,1,4,3,0,203.1,80.8,Palmate,Yellow,Arid,Moderate,Very High
150,250,75,90,4,3,1,1,4,2,1,1,3,4,0,192.7,79.5,Linear,Yellow,Arid,Moderate,Very High
250,60,90,60,3,0,1,0,2,2,1,1,4,3,0,166.4,76.7,Ovate,Intermediate,Temperate,Moderate,Very High
60,250,60,90,0,3,0,1,2,2,1,1,3,4,0,147.4,71.8,Intermediate,Intermediate,Temperate,Moderate,Very High
250,60,90,60,3,0,1,0,2,2,1,1,4,3,0,165.7,81.5,Intermediate,Intermediate,Temperate,Moderate,Very High
60,250,60,90,0,3,0,1,2,2,1,1,3,4,0,157.1,77.3,Intermediate,Intermediate,Temperate,Moderate,Very High
250,60,90,60,3,0,1,0,2,2,1,1,4,3,0,151.4,80.6,Intermediate,White,Temperate,Moderate,Very High
60,250,60,90,0,3,0,1,2,2,1,1,3,4,0,158.4,74.4,Ovate,Intermediate,Temperate,Moderate,Very High
250,60,90,60,3,0,1,0,2,2,1,1,4,3,0,157.9,81.5,Intermediate,Intermediate,Temperate,Moderate,Very High
60,250,60,90,0,3,0,1,2,2,1,1,3,4,0,142.7,80.7,Intermediate,Yellow,Temperate,Moderate,Very High
250,60,90,60,3,0,1,0,2,2,1,1,4,3,0,174.1,73.9,Linear,White,Temperate,Moderate,Very High
60,250,60,90,0,3,0,1,2,2,1,1,3,4,0,143.1,75.6,Intermediate,Intermediate,Temperate,Moderate,Very High
250,60,90,60,3,0,1,0,2,2,1,1,4,3,0,155.2,72.7,Intermediate,White,Temperate,Moderate,Very High
60,250,60,90,0,3,0,1,2,2,1,1,3,4,0,164.4,70.7,Intermediate,Intermediate,Temperate,Moderate,Very High
250,60,90,60,3,0,1,0,2,2,1,1,4,3,0,169.9,73.0,Intermediate,Intermediate,Temperate,Moderate,Very High
60,250,60,90,0,3,0,1,2,2,1,1,3,4,0,163.5,74.3,Intermediate,Yellow,Temperate,Moderate,Very High
250,60,90,60,3,0,1,0,2,2,1,1,4,3,0,149.6,76.8,Ovate,Intermediate,Temperate,Moderate,Very High
60,250,60,90,0,3,0,1,2,2,1,1,3,4,0,158.8,70.5,Intermediate,Intermediate,Temperate,Moderate,Very High
250,180,90,80,3,0,1,0,2,0,1,2,4,3,0,227.2,85.8,Ovate,Yellow,Temperate,Very High,Very High
180,250,80,90,0,3,0,1,0,2,2,1,3,4,0,184.5,83.8,Intermediate,White,Temperate,Very High,Very High
250,180,90,80,3,0,1,0,2,0,1,2,4,3,0,212.5,84.7,Intermediate,Intermediate,Temperate,Very High,Very High
180,250,80,90,0,3,0,1,0,2,2,1,3,4,0,201.4,80.7,Linear,Intermediate,Temperate,Very High,Very High
250,180,90,80,3,0,1,0,2,0,1,2,4,3,0,209.9,89.4,Ovate,Intermediate,Temperate,Very High,Very High
180,250,80,90,0,3,0,1,0,2,2,1,3,4,0,213.4,81.5,Ovate,Yellow,Tropical,Very High,Very High
250,180,90,80,3,0,1,0,2,0,1,2,4,3,0,226.5,93.8,Ovate,Intermediate,Tropical,Very High,Very High
180,250,80,90,0,3,0,1,0,2,2,1,3,4,0,210.8,83.4,Intermediate,Intermediate,Temperate,Very High,Very High
250,180,90,80,3,0,1,0,2,0,1,2,4,3,0,207.0,80.1,Linear,White,Temperate,Very High,Very High
180,250,80,90,0,3,0,1,0,2,2,1,3,4,0,209.7,86.2,Linear,Intermediate,Tropical,Very High,Very High
250,180,90,80,3,0,1,0,2,0,1,2,4,3,0,200.5,79.0,Linear,White,Temperate,Very High,Very High
180,250,80,90,0,3,0,1,0,2,2,1,3,4,0,208.4,85.2,Intermediate,White,Temperate,Very High,Very High
250,180,90,80,3,0,1,0,2,0,1,2,4,3,0,206.4,91.6,Linear,Intermediate,Temperate,Very High,Very High
180,250,80,90,0,3,0,1,0,2,2,1,3,4,0,218.7,85.0,Linear,Yellow,Temperate,Very High,Very High
250,180,90,80,3,0,1,0,2,0,1,2,4,3,0,204.3,89.5,Ovate,Intermediate,Tropical,Very High,Very High
180,250,80,90,0,3,0,1,0,2,2,1,3,4,0,217.9,91.5,Linear,Intermediate,Temperate,Very High,Very High
250,100,90,95,3,0,1,2,2,2,1,2,4,4,0,173.8,102.0,Linear,Yellow,Temperate,Very High,Very High
100,250,95,90,0,3,2,1,2,2,2,1,4,4,0,171.7,95.5,Ovate,Intermediate,Temperate,Very High,Very High
250,100,90,95,3,0,1,2,2,2,1,2,4,4,0,167.2,97.4,Ovate,Yellow,Temperate,Very High,Very High
100,250,95,90,0,3,2,1,2,2,2,1,4,4,0,174.0,94.3,Intermediate,Yellow,Temperate,Very High,Very High
250,100,90,95,3,0,1,2,2,2,1,2,4,4,0,170.5,91.9,Ovate,Yellow,Temperate,Very High,Very High
100,250,95,90,0,3,2,1,2,2,2,1,4,4,0,162.6,94.4,Intermediate,Intermediate,Temperate,Very High,Very High
250,100,90,95,3,0,1,2,2,2,1,2,4,4,0,186.4,90.4,Intermediate,Intermediate,Temperate,Very High,Very High
100,250,95,90,0,3,2,1,2,2,2,1,4,4,0,180.0,87.7,Linear,Intermediate,Temperate,Very High,Very High
250,100,90,95,3,0,1,2,2,2,1,2,4,4,0,151.1,95.2,Intermediate,Purple,Temperate,Very High,Very High
100,250,95,90,0,3,2,1,2,2,2,1,4,4,0,170.7,95.1,Ovate,Yellow,Temperate,Very High,Very High
250,100,90,95,3,0,1,2,2,2,1,2,4,4,0,184.5,93.3,Intermediate,Intermediate,Temperate,Very High,Very High
100,250,95,90,0,3,2,1,2,2,2,1,4,4,0,175.3,94.3,Intermediate,Yellow,Temperate,Very High,Very High
250,100,90,95,3,0,1,2,2,2,1,2,4,4,0,172.4,92.7,Intermediate,Intermediate,Temperate,Very High,Very High
100,250,95,90,0,3,2,1,2,2,2,1,4,4,0,180.0,95.4,Linear,Intermediate,Temperate,Very High,Very High
250,100,90,95,3,0,1,2,2,2,1,2,4,4,0,169.8,89.7,Intermediate,Purple,Temperate,Very High,Very High
100,250,95,90,0,3,2,1,2,2,2,1,4,4,0,184.4,89.4,Intermediate,Intermediate,Temperate,Very High,Very High
250,50,90,130,3,9,1,1,2,8,1,1,4,3,0,147.0,103.5,Intermediate,Yellow,Temperate,Moderate,Very High
50,250,130,90,9,3,1,1,8,2,1,1,3,4,0,150.1,101.5,Intermediate,Yellow,Tropical/Subtropical,Moderate,Very High
250,50,90,130,3,9,1,1,2,8,1,1,4,3,0,144.1,115.1,Compound,Yellow,Temperate,Moderate,Very High
50,250,130,90,9,3,1,1,8,2,1,1,3,4,0,145.6,110.8,Linear,Yellow,Tropical/Subtropical,Moderate,Very High
250,50,90,130,3,9,1,1,2,8,1,1,4,3,0,163.2,100.6,Linear,Yellow,Temperate,Moderate,Very High
50,250,130,90,9,3,1,1,8,2,1,1,3,4,0,150.7,111.7,Linear,Yellow,Tropical/Subtropical,Moderate,Very High
250,50,90,130,3,9,1,1,2,8,1,1,4,3,0,152.8,113.9,Intermediate,Yellow,Tropical/Subtropical,Moderate,Very High
50,250,130,90,9,3,1,1,8,2,1,1,3,4,0,154.5,105.2,Compound,Yellow,Temperate,Moderate,Very High
250,50,90,130,3,9,1,1,2,8,1,1,4,3,0,160.1,123.5,Intermediate,Yellow,Temperate,Moderate,Very High
50,250,130,90,9,3,1,1,8,2,1,1,3,4,0,155.4,103.7,Compound,Yellow,Temperate,Moderate,Very High
250,50,90,130,3,9,1,1,2,8,1,1,4,3,0,165.9,105.2,Linear,Yellow,Temperate,Moderate,Very High
50,250,130,90,9,3,1,1,8,2,1,1,3,4,0,153.7,100.3,Compound,Yellow,Temperate,Moderate,Very High
250,50,90,130,3,9,1,1,2,8,1,1,4,3,0,148.2,107.9,Compound,Yellow,Temperate,Moderate,Very High
50,250,130,90,9,3,1,1,8,2,1,1,3,4,0,155.1,109.3,Compound,Yellow,Tropical/Subtropical,Moderate,Very High
250,50,90,130,3,9,1,1,2,8,1,1,4,3,0,169.8,105.0,Linear,Yellow,Temperate,Moderate,Very High
50,250,130,90,9,3,1,1,8,2,1,1,3,4,0,131.3,108.4,Intermediate,Yellow,Tropical/Subtropical,Moderate,Very High
250,70,90,90,3,7,1,0,2,6,1,1,4,4,0,160.1,86.2,Intermediate,White,Temperate,Moderate,Very High
70,250,90,90,7,3,0,1,6,2,1,1,4,4,0,150.7,92.0,Linear,Intermediate,Cool Temperate,Moderate,Very High
250,70,90,90,3,7,1,0,2,6,1,1,4,4,0,162.9,96.3,Intermediate,Intermediate,Cool Temperate,Moderate,Very High
70,250,90,90,7,3,0,1,6,2,1,1,4,4,0,166.2,95.2,Pinnate,Intermediate,Cool Temperate,Moderate,Very High
250,70,90,90,3,7,1,0,2,6,1,1,4,4,0,157.8,93.9,Intermediate,Intermediate,Cool Temperate,Moderate,Very High
70,250,90,90,7,3,0,1,6,2,1,1,4,4,0,152.5,94.2,Linear,Intermediate,Temperate,Moderate,Very High
250,70,90,90,3,7,1,0,2,6,1,1,4,4,0,154.0,86.3,Intermediate,White,Cool Temperate,Moderate,Very High
70,250,90,90,7,3,0,1,6,2,1,1,4,4,0,174.7,83.7,Intermediate,Yellow,Cool Temperate,Moderate,Very High
250,70,90,90,3,7,1,0,2,6,1,1,4,4,0,155.5,93.5,Intermediate,Yellow,Temperate,Moderate,Very High
70,250,90,90,7,3,0,1,6,2,1,1,4,4,0,183.0,89.6,Pinnate,Intermediate,Cool Temperate,Moderate,Very High
250,70,90,90,3,7,1,0,2,6,1,1,4,4,0,158.8,100.1,Pinnate,Intermediate,Cool Temperate,Moderate,Very High
70,250,90,90,7,3,0,1,6,2,1,1,4,4,0,162.3,87.1,Intermediate,Yellow,Temperate,Moderate,Very High
250,70,90,90,3,7,1,0,2,6,1,1,4,4,0,153.8,88.8,Linear,White,Temperate,Moderate,Very High
70,250,90,90,7,3,0,1,6,2,1,1,4,4,0,162.5,83.4,Pinnate,Intermediate,Cool Temperate,Moderate,Very High
250,70,90,90,3,7,1,0,2,6,1,1,4,4,0,160.9,84.1,Pinnate,Intermediate,Cool Temperate,Moderate,Very High
70,250,90,90,7,3,0,1,6,2,1,1,4,4,0,169.9,95.5,Intermediate,Yellow,Temperate,Moderate,Very High
250,30,90,100,3,5,1,2,2,8,1,2,4,3,0,139.0,97.8,Linear,Yellow,Temperate,Very High,Very High
30,250,100,90,5,3,2,1,8,2,2,1,3,4,0,141.3,98.0,Cordate,Yellow,Temperate,Very High,Very High
250,30,90,100,3,5,1,2,2,8,1,2,4,3,0,137.8,100.9,Cordate,Intermediate,Tropical/Subtropical,Very High,Very High
30,250,100,90,5,3,2,1,8,2,2,1,3,4,0,137.0,98.6,Cordate,Intermediate,Temperate,Very High,Very High
250,30,90,100,3,5,1,2,2,8,1,2,4,3,0,142.5,91.8,Cordate,Yellow,Temperate,Very High,Very High
30,250,100,90,5,3,2,1,8,2,2,1,3,4,0,143.8,91.8,Linear,Purple,Tropical/Subtropical,Very High,Very High
250,30,90,100,3,5,1,2,2,8,1,2,4,3,0,143.1,91.4,Linear,Purple,Tropical/Subtropical,Very High,Very High
30,250,100,90,5,3,2,1,8,2,2,1,3,4,0,130.2,88.2,Cordate,Yellow,Tropical/Subtropical,Very High,Very High
250,30,90,100,3,5,1,2,2,8,1,2,4,3,0,144.0,93.1,Linear,Purple,Tropical/Subtropical,Very High,Very High
30,250,100,90,5,3,2,1,8,2,2,1,3,4,0,133.9,96.3,Intermediate,Purple,Tropical/Subtropical,Very High,Very High
250,30,90,100,3,5,1,2,2,8,1,2,4,3,0,141.2,98.4,Cordate,Yellow,Tropical/Subtropical,Very High,Very High
30,250,100,90,5,3,2,1,8,2,2,1,3,4,0,144.2,94.8,Intermediate,Purple,Temperate,Very High,Very High
250,30,90,100,3,5,1,2,2,8,1,2,4,3,0,145.6,104.1,Intermediate,Intermediate,Tropical/Subtropical,Very High,Very High
30,250,100,90,5,3,2,1,8,2,2,1,3,4,0,138.7,106.3,Intermediate,Purple,Temperate,Very High,Very High
250,30,90,100,3,5,1,2,2,8,1,2,4,3,0,144.6,95.8,Cordate,Purple,Tropical/Subtropical,Very High,Very High
30,250,100,90,5,3,2,1,8,2,2,1,3,4,0,149.9,94.3,Intermediate,Intermediate,Tropical/Subtropical,Very High,Very High
250,300,90,270,3,4,1,0,2,0,1,3,4,4,0,275.4,185.0,Palmate,Intermediate,Tropical,Very High,Very High
300,250,270,90,4,3,0,1,0,2,3,1,4,4,0,285.7,181.3,Intermediate,Intermediate,Tropical,Very High,Very High
250,300,90,270,3,4,1,0,2,0,1,3,4,4,0,272.8,184.2,Palmate,Intermediate,Tropical,Very High,Very High
300,250,270,90,4,3,0,1,0,2,3,1,4,4,0,285.5,175.5,Intermediate,Yellow,Temperate,Very High,Very High
250,300,90,270,3,4,1,0,2,0,1,3,4,4,0,283.5,172.9,Intermediate,Yellow,Temperate,Very High,Very High
300,250,270,90,4,3,0,1,0,2,3,1,4,4,0,271.6,181.2,Intermediate,Intermediate,Tropical,Very High,Very High
250,300,90,270,3,4,1,0,2,0,1,3,4,4,0,291.0,179.6,Intermediate,Intermediate,Tropical,Very High,Very High
300,250,270,90,4,3,0,1,0,2,3,1,4,4,0,299.1,179.9,Intermediate,Intermediate,Temperate,Very High,Very High
250,300,90,270,3,4,1,0,2,0,1,3,4,4,0,266.5,184.0,Intermediate,Intermediate,Temperate,Very High,Very High
300,250,270,90,4,3,0,1,0,2,3,1,4,4,0,269.2,166.6,Intermediate,Intermediate,Tropical,Very High,Very High
250,300,90,270,3,4,1,0,2,0,1,3,4,4,0,262.0,195.0,Linear,Intermediate,Temperate,Very High,Very High
300,250,270,90,4,3,0,1,0,2,3,1,4,4,0,252.1,164.5,Intermediate,White,Tropical,Very High,Very High
250,300,90,270,3,4,1,0,2,0,1,3,4,4,0,277.9,159.9,Palmate,Yellow,Tropical,Very High,Very High
300,250,270,90,4,3,0,1,0,2,3,1,4,4,0,280.3,174.5,Intermediate,Yellow,Temperate,Very High,Very High
250,300,90,270,3,4,1,0,2,0,1,3,4,4,0,258.2,176.3,Linear,White,Temperate,Very High,Very High
300,250,270,90,4,3,0,1,0,2,3,1,4,4,0,294.7,185.7,Palmate,White,Tropical,Very High,Very High
250,50,90,70,3,6,1,1,2,6,1,1,4,3,0,147.0,83.0,Oblong,Yellow,Cool Temperate,Moderate,Very High
50,250,70,90,6,3,1,1,6,2,1,1,3,4,0,152.0,72.1,Intermediate,Yellow,Temperate,Moderate,Very High
250,50,90,70,3,6,1,1,2,6,1,1,4,3,0,146.4,73.7,Linear,Yellow,Cool Temperate,Moderate,Very High
50,250,70,90,6,3,1,1,6,2,1,1,3,4,0,162.3,80.8,Intermediate,Yellow,Temperate,Moderate,Very High
250,50,90,70,3,6,1,1,2,6,1,1,4,3,0,139.9,81.7,Intermediate,Yellow,Cool Temperate,Moderate,Very High
50,250,70,90,6,3,1,1,6,2,1,1,3,4,0,147.1,81.0,Oblong,Yellow,Cool Temperate,Moderate,Very High
250,50,90,70,3,6,1,1,2,6,1,1,4,3,0,146.9,87.5,Oblong,Yellow,Cool Temperate,Moderate,Very High
50,250,70,90,6,3,1,1,6,2,1,1,3,4,0,140.6,72.8,Linear,Yellow,Cool Temperate,Moderate,Very High
250,50,90,70,3,6,1,1,2,6,1,1,4,3,0,145.8,82.6,Linear,Yellow,Temperate,Moderate,Very High
50,250,70,90,6,3,1,1,6,2,1,1,3,4,0,162.2,80.6,Intermediate,Yellow,Temperate,Moderate,Very High
250,50,90,70,3,6,1,1,2,6,1,1,4,3,0,155.8,85.6,Linear,Yellow,Cool Temperate,Moderate,Very High
50,250,70,90,6,3,1,1,6,2,1,1,3,4,0,152.1,81.3,Oblong,Yellow,Temperate,Moderate,Very High
250,50,90,70,3,6,1,1,2,6,1,1,4,3,0,158.3,72.3,Intermediate,Yellow,Temperate,Moderate,Very High
50,250,70,90,6,3,1,1,6,2,1,1,3,4,0,141.4,78.5,Oblong,Yellow,Temperate,Moderate,Very High
250,50,90,70,3,6,1,1,2,6,1,1,4,3,0,160.4,79.7,Intermediate,Yellow,Temperate,Moderate,Very High
50,250,70,90,6,3,1,1,6,2,1,1,3,4,0,150.2,74.6,Oblong,Yellow,Temperate,Moderate,Very High
250,130,90,100,3,10,1,1,2,2,1,2,4,4,0,181.7,95.8,Linear,Yellow,Temperate,Very High,Very High
130,250,100,90,10,3,1,1,2,2,2,1,4,4,0,187.6,97.6,Intermediate,Yellow,Temperate,Very High,Very High
250,130,90,100,3,10,1,1,2,2,1,2,4,4,0,192.5,90.2,Intermediate,Yellow,Temperate,Very High,Very High
130,250,100,90,10,3,1,1,2,2,2,1,4,4,0,184.9,100.3,Linear,Yellow,Temperate,Very High,Very High
250,130,90,100,3,10,1,1,2,2,1,2,4,4,0,191.2,85.1,Linear,Yellow,Temperate,Very High,Very High
130,250,100,90,10,3,1,1,2,2,2,1,4,4,0,192.8,96.8,Intermediate,Yellow,Temperate,Very High,Very High
250,130,90,100,3,10,1,1,2,2,1,2,4,4,0,194.1,94.3,Linear,Yellow,Temperate,Very High,Very High
130,250,100,90,10,3,1,1,2,2,2,1,4,4,0,195.0,98.0,Intermediate,Yellow,Temperate,Very High,Very High
250,130,90,100,3,10,1,1,2,2,1,2,4,4,0,192.8,90.9,Intermediate,Yellow,Temperate,Very High,Very High
130,250,100,90,10,3,1,1,2,2,2,1,4,4,0,193.1,95.0,Intermediate,Yellow,Temperate,Very High,Very High
250,130,90,100,3,10,1,1,2,2,1,2,4,4,0,200.2,91.8,Intermediate,Yellow,Temperate,Very High,Very High
130,250,100,90,10,3,1,1,2,2,2,1,4,4,0,197.9,96.9,Linear,Yellow,Temperate,Very High,Very High
250,130,90,100,3,10,1,1,2,2,1,2,4,4,0,206.0,101.4,Linear,Yellow,Temperate,Very High,Very High
130,250,100,90,10,3,1,1,2,2,2,1,4,4,0,181.5,97.1,Intermediate,Yellow,Temperate,Very High,Very High
250,130,90,100,3,10,1,1,2,2,1,2,4,4,0,177.9,92.4,Linear,Yellow,Temperate,Very High,Very High
130,250,100,90,10,3,1,1,2,2,2,1,4,4,0,192.5,104.1,Intermediate,Yellow,Temperate,Very High,Very High
250,150,90,150,3,4,1,0,2,1,1,1,4,3,0,206.1,118.1,Palmate,Yellow,Subtropical,Moderate,Very High
150,250,150,90,4,3,0,1,1,2,1,1,3,4,0,201.6,121.8,Intermediate,Intermediate,Subtropical,Moderate,Very High
250,150,90,150,3,4,1,0,2,1,1,1,4,3,0,208.4,118.9,Intermediate,Intermediate,Temperate,Moderate,Very High
150,250,150,90,4,3,0,1,1,2,1,1,3,4,0,202.3,121.4,Intermediate,Intermediate,Subtropical,Moderate,Very High
250,150,90,150,3,4,1,0,2,1,1,1,4,3,0,191.6,124.6,Palmate,Intermediate,Subtropical,Moderate,Very High
150,250,150,90,4,3,0,1,1,2,1,1,3,4,0,195.3,113.8,Intermediate,Intermediate,Temperate,Moderate,Very High
250,150,90,150,3,4,1,0,2,1,1,1,4,3,0,203.5,121.4,Palmate,Intermediate,Temperate,Moderate,Very High
150,250,150,90,4,3,0,1,1,2,1,1,3,4,0,191.7,112.1,Intermediate,Yellow,Temperate,Moderate,Very High
250,150,90,150,3,4,1,0,2,1,1,1,4,3,0,194.6,123.2,Linear,White,Subtropical,Moderate,Very High
150,250,150,90,4,3,0,1,1,2,1,1,3,4,0,185.7,111.4,Intermediate,Intermediate,Temperate,Moderate,Very High
250,150,90,150,3,4,1,0,2,1,1,1,4,3,0,202.1,120.4,Intermediate,Intermediate,Subtropical,Moderate,Very High
150,250,150,90,4,3,0,1,1,2,1,1,3,4,0,201.1,108.9,Intermediate,Intermediate,Subtropical,Moderate,Very High
250,150,90,150,3,4,1,0,2,1,1,1,4,3,0,202.7,117.8,Palmate,Intermediate,Subtropical,Moderate,Very High
150,250,150,90,4,3,0,1,1,2,1,1,3,4,0,200.1,125.6,Intermediate,White,Subtropical,Moderate,Very High
250,150,90,150,3,4,1,0,2,1,1,1,4,3,0,194.9,122.4,Intermediate,Yellow,Subtropical,Moderate,Very High
150,250,150,90,4,3,0,1,1,2,1,1,3,4,0,208.1,121.8,Palmate,Intermediate,Temperate,Moderate,Very High
250,200,90,170,3,4,1,1,2,0,1,2,4,1,0,229.4,130.5,Linear,Yellow,Temperate,Very High,High
200,250,170,90,4,3,1,1,0,2,2,1,1,4,0,221.7,132.1,Palmate,Yellow,Tropical,Very High,High
250,200,90,170,3,4,1,1,2,0,1,2,4,1,0,222.2,131.2,Linear,Yellow,Temperate,Very High,High
200,250,170,90,4,3,1,1,0,2,2,1,1,4,0,227.1,134.4,Palmate,Yellow,Tropical,Very High,High
250,200,90,170,3,4,1,1,2,0,1,2,4,1,0,209.6,123.1,Intermediate,Yellow,Tropical,Very High,High
200,250,170,90,4,3,1,1,0,2,2,1,1,4,0,240.3,132.4,Linear,Yellow,Temperate,Very High,High
250,200,90,170,3,4,1,1,2,0,1,2,4,1,0,237.8,128.5,Linear,Yellow,Tropical,Very High,High
200,250,170,90,4,3,1,1,0,2,2,1,1,4,0,233.5,135.7,Palmate,Yellow,Tropical,Very High,High
250,200,90,170,3,4,1,1,2,0,1,2,4,1,0,224.9,129.9,Intermediate,Yellow,Temperate,Very High,High
200,250,170,90,4,3,1,1,0,2,2,1,1,4,0,230.9,118.8,Linear,Yellow,Tropical,Very High,High
250,200,90,170,3,4,1,1,2,0,1,2,4,1,0,234.7,134.1,Palmate,Yellow,Tropical,Very High,High
200,250,170,90,4,3,1,1,0,2,2,1,1,4,0,229.4,132.3,Linear,Yellow,Tropical,Very High,High
250,200,90,170,3,4,1,1,2,0,1,2,4,1,0,204.7,131.7,Palmate,Yellow,Tropical,Very High,High
200,250,170,90,4,3,1,1,0,2,2,1,1,4,0,222.8,123.2,Intermediate,Yellow,Tropical,Very High,High
250,200,90,170,3,4,1,1,2,0,1,2,4,1,0,238.2,136.1,Palmate,Yellow,Tropical,Very High,High
200,250,170,90,4,3,1,1,0,2,2,1,1,4,0,202.4,115.2,Intermediate,Yellow,Tropical,Very High,High
250,180,90,90,3,2,1,3,2,8,1,1,4,3,0,218.8,95.1,Linear,Intermediate,Temperate,Moderate,Very High
180,250,90,90,2,3,3,1,8,2,1,1,3,4,0,216.3,92.1,Elliptical,Pink,Tropical/Subtropical,Moderate,Very High
250,180,90,90,3,2,1,3,2,8,1,1,4,3,0,200.9,91.0,Intermediate,Pink,Tropical/Subtropical,Moderate,Very High
180,250,90,90,2,3,3,1,8,2,1,1,3,4,0,226.9,95.4,Linear,Intermediate,Tropical/Subtropical,Moderate,Very High
250,180,90,90,3,2,1,3,2,8,1,1,4,3,0,222.7,96.7,Elliptical,Intermediate,Tropical/Subtropical,Moderate,Very High
180,250,90,90,2,3,3,1,8,2,1,1,3,4,0,217.7,89.5,Linear,Yellow,Temperate,Moderate,Very High
250,180,90,90,3,2,1,3,2,8,1,1,4,3,0,208.2,91.8,Linear,Intermediate,Temperate,Moderate,Very High
180,250,90,90,2,3,3,1,8,2,1,1,3,4,0,200.9,95.2,Elliptical,Intermediate,Tropical/Subtropical,Moderate,Very High
250,180,90,90,3,2,1,3,2,8,1,1,4,3,0,229.1,87.5,Linear,Intermediate,Temperate,Moderate,Very High
180,250,90,90,2,3,3,1,8,2,1,1,3,4,0,214.5,93.4,Elliptical,Intermediate,Tropical/Subtropical,Moderate,Very High
250,180,90,90,3,2,1,3,2,8,1,1,4,3,0,230.1,99.6,Linear,Yellow,Temperate,Moderate,Very High
180,250,90,90,2,3,3,1,8,2,1,1,3,4,0,230.3,92.1,Intermediate,Intermediate,Temperate,Moderate,Very High
250,180,90,90,3,2,1,3,2,8,1,1,4,3,0,223.8,91.3,Linear,Pink,Temperate,Moderate,Very High
180,250,90,90,2,3,3,1,8,2,1,1,3,4,0,200.9,92.8,Linear,Intermediate,Temperate,Moderate,Very High
250,180,90,90,3,2,1,3,2,8,1,1,4,3,0,228.2,88.6,Elliptical,Yellow,Temperate,Moderate,Very High
180,250,90,90,2,3,3,1,8,2,1,1,3,4,0,214.8,92.0,Intermediate,Yellow,Temperate,Moderate,Very High
250,100,90,80,3,0,1,1,2,2,1,3,4,1,0,179.6,85.6,Ovate,Yellow,Temperate,Very High,High
100,250,80,90,0,3,1,1,2,2,3,1,1,4,0,170.7,89.3,Linear,Yellow,Temperate,Very High,High
250,100,90,80,3,0,1,1,2,2,1,3,4,1,0,188.4,81.5,Linear,Yellow,Temperate,Very High,High
100,250,80,90,0,3,1,1,2,2,3,1,1,4,0,174.0,80.4,Intermediate,Yellow,Temperate,Very High,High
250,100,90,80,3,0,1,1,2,2,1,3,4,1,0,176.0,80.6,Ovate,Yellow,Temperate,Very High,High
100,250,80,90,0,3,1,1,2,2,3,1,1,4,0,169.8,75.9,Linear,Yellow,Temperate,Very High,High
250,100,90,80,3,0,1,1,2,2,1,3,4,1,0,170.7,84.2,Intermediate,Yellow,Temperate,Very High,High
100,250,80,90,0,3,1,1,2,2,3,1,1,4,0,195.3,87.5,Intermediate,Yellow,Temperate,Very High,High
250,100,90,80,3,0,1,1,2,2,1,3,4,1,0,193.3,86.5,Intermediate,Yellow,Temperate,Very High,High
100,250,80,90,0,3,1,1,2,2,3,1,1,4,0,188.9,85.2,Intermediate,Yellow,Temperate,Very High,High
250,100,90,80,3,0,1,1,2,2,1,3,4,1,0,161.3,91.6,Intermediate,Yellow,Temperate,Very High,High
100,250,80,90,0,3,1,1,2,2,3,1,1,4,0,180.8,87.2,Intermediate,Yellow,Temperate,Very High,High
250,100,90,80,3,0,1,1,2,2,1,3,4,1,0,184.3,80.0,Ovate,Yellow,Temperate,Very High,High
100,250,80,90,0,3,1,1,2,2,3,1,1,4,0,190.5,83.0,Ovate,Yellow,Temperate,Very High,High
250,100,90,80,3,0,1,1,2,2,1,3,4,1,0,171.2,84.1,Linear,Yellow,Temperate,Very High,High
100,250,80,90,0,3,1,1,2,2,3,1,1,4,0,174.2,87.3,Intermediate,Yellow,Temperate,Very High,High
250,300,90,110,3,3,1,0,2,4,1,3,4,3,1,290.9,98.1,Linear,Yellow,Arid,Very High,Very High
300,250,110,90,3,3,0,1,4,2,3,1,3,4,1,276.9,99.4,Linear,Intermediate,Temperate,Very High,Very High
250,300,90,110,3,3,1,0,2,4,1,3,4,3,1,271.7,102.1,Linear,White,Arid,Very High,Very High
300,250,110,90,3,3,0,1,4,2,3,1,3,4,1,286.5,100.0,Linear,Intermediate,Temperate,Very High,Very High
